training_set/edited_376582d7157fb02e8bb03dccc2db61b4b920806fd172739f47de7a17e92a1176/edited_376582d7157fb02e8bb03dccc2db61b4b920806fd172739f47de7a17e92a1176_segment_1.mp4 1
training_set/edited_5a2423991f4c501472692d51bd255eb49394e73a2875040f533a90250392f0f9/edited_5a2423991f4c501472692d51bd255eb49394e73a2875040f533a90250392f0f9_segment_17.mp4 1
training_set/edited_5a2423991f4c501472692d51bd255eb49394e73a2875040f533a90250392f0f9/edited_5a2423991f4c501472692d51bd255eb49394e73a2875040f533a90250392f0f9_segment_11.mp4 1
training_set/edited_5a2423991f4c501472692d51bd255eb49394e73a2875040f533a90250392f0f9/edited_5a2423991f4c501472692d51bd255eb49394e73a2875040f533a90250392f0f9_segment_13.mp4 1
training_set/edited_5a2423991f4c501472692d51bd255eb49394e73a2875040f533a90250392f0f9/edited_5a2423991f4c501472692d51bd255eb49394e73a2875040f533a90250392f0f9_segment_3.mp4 1
training_set/edited_5a2423991f4c501472692d51bd255eb49394e73a2875040f533a90250392f0f9/edited_5a2423991f4c501472692d51bd255eb49394e73a2875040f533a90250392f0f9_segment_1.mp4 1
training_set/edited_5a2423991f4c501472692d51bd255eb49394e73a2875040f533a90250392f0f9/edited_5a2423991f4c501472692d51bd255eb49394e73a2875040f533a90250392f0f9_segment_15.mp4 1
training_set/edited_5a2423991f4c501472692d51bd255eb49394e73a2875040f533a90250392f0f9/edited_5a2423991f4c501472692d51bd255eb49394e73a2875040f533a90250392f0f9_segment_9.mp4 1
training_set/edited_5a2423991f4c501472692d51bd255eb49394e73a2875040f533a90250392f0f9/edited_5a2423991f4c501472692d51bd255eb49394e73a2875040f533a90250392f0f9_segment_7.mp4 1
training_set/edited_a9bc48619f55f2029780f46df20fe3b66da424cb770228bb12da4ed59a64f69c/edited_a9bc48619f55f2029780f46df20fe3b66da424cb770228bb12da4ed59a64f69c_segment_9.mp4 1
training_set/edited_a9bc48619f55f2029780f46df20fe3b66da424cb770228bb12da4ed59a64f69c/edited_a9bc48619f55f2029780f46df20fe3b66da424cb770228bb12da4ed59a64f69c_segment_11.mp4 1
training_set/edited_a9bc48619f55f2029780f46df20fe3b66da424cb770228bb12da4ed59a64f69c/edited_a9bc48619f55f2029780f46df20fe3b66da424cb770228bb12da4ed59a64f69c_segment_25.mp4 1
training_set/edited_a9bc48619f55f2029780f46df20fe3b66da424cb770228bb12da4ed59a64f69c/edited_a9bc48619f55f2029780f46df20fe3b66da424cb770228bb12da4ed59a64f69c_segment_7.mp4 1
